20121128,    0.83,    0.01,   -0.31,    0.31,   -0.15,   0.000
20121129,    0.54,    0.70,    0.00,   -0.19,   -0.18,   0.000
20121130,    0.02,   -0.16,    0.28,   -0.15,    0.33,   0.000
20121203,   -0.46,    0.29,    0.24,   -0.04,    0.07,   0.001
20121204,   -0.16,    0.36,   -0.03,    0.00,    0.04,   0.001
20121205,    0.17,   -0.60,    0.88,   -0.53,    0.61,   0.001
20121206,    0.31,   -0.18,   -0.11,    0.17,   -0.16,   0.001
20121207,    0.27,   -0.34,    0.29,   -0.07,    0.40,   0.001
20121210,    0.11,    0.43,   -0.05,   -0.10,   -0.02,   0.001
20121211,    0.68,    0.41,   -0.08,   -0.32,   -0.23,   0.001
20121212,   -0.02,   -0.65,    0.52,   -0.31,    0.21,   0.001
20121213,   -0.58,    0.09,    0.07,    0.10,    0.12,   0.001
20121214,   -0.34,    0.31,    0.23,   -0.17,    0.33,   0.001
20121217,    1.16,    0.00,    0.62,   -0.43,    0.05,   0.001
20121218,    1.20,    0.38,    0.08,    0.11,   -0.59,   0.001
20121219,   -0.60,    0.62,    0.27,   -0.01,   -0.25,   0.001
20121220,    0.53,   -0.16,    0.75,   -0.43,    0.21,   0.001
20121221,   -0.88,    0.44,   -0.27,    0.23,   -0.15,   0.001
20121224,   -0.24,   -0.21,   -0.02,   -0.13,    0.17,   0.001
20121226,   -0.54,   -0.13,    0.31,   -0.14,    0.18,   0.001
20121227,   -0.11,   -0.03,   -0.13,    0.16,   -0.04,   0.001
20121228,   -1.00,    0.47,    0.03,   -0.09,    0.10,   0.001
20121231,    1.71,    0.37,   -0.12,    0.12,   -0.25,   0.001
20130102,    2.62,    0.12,    0.38,   -0.64,    0.01,   0.000
20130103,   -0.14,    0.13,    0.04,    0.18,    0.27,   0.000
20130104,    0.55,    0.18,    0.36,   -0.36,    0.24,   0.000
20130107,   -0.31,   -0.12,   -0.35,   -0.10,   -0.14,   0.000
20130108,   -0.27,    0.04,    0.00,   -0.16,    0.11,   0.000
20130109,    0.34,    0.23,   -0.40,   -0.04,   -0.18,   0.000
20130110,    0.66,   -0.59,    0.49,   -0.19,    0.05,   0.000
20130111,    0.02,    0.05,   -0.43,    0.23,   -0.21,   0.000
20130114,   -0.06,    0.04,   -0.05,   -0.07,    0.31,   0.000
20130115,    0.19,    0.26,    0.00,   -0.09,    0.06,   0.000
20130116,   -0.04,   -0.25,    0.23,   -0.02,   -0.02,   0.000
20130117,    0.61,    0.39,   -0.10,    0.19,    0.01,   0.000
20130118,    0.29,    0.04,   -0.09,    0.18,    0.25,   0.000
20130122,    0.48,    0.21,    0.44,   -0.24,    0.11,   0.000
20130123,    0.10,   -0.35,   -0.13,   -0.14,   -0.13,   0.000
20130124,    0.09,    0.37,    0.04,    0.08,    0.47,   0.000
20130125,    0.59,   -0.14,   -0.32,   -0.16,   -0.14,   0.000
20130128,   -0.14,    0.38,    0.15,   -0.03,   -0.02,   0.000
20130129,    0.36,   -0.44,    0.31,   -0.12,    0.33,   0.000
20130130,   -0.38,   -0.85,    0.16,   -0.10,    0.00,   0.000
20130131,   -0.08,    0.71,    0.17,   -0.21,    0.05,   0.000
20130201,    0.99,    0.08,    0.24,   -0.27,   -0.04,   0.000
20130204,   -1.19,   -0.11,   -0.17,    0.00,   -0.01,   0.000
20130205,    1.07,   -0.05,    0.14,   -0.01,   -0.09,   0.000
20130206,    0.15,    0.29,    0.14,   -0.15,    0.02,   0.000
20130207,   -0.15,   -0.06,    0.02,    0.19,   -0.02,   0.000
20130208,    0.58,    0.03,   -0.18,    0.09,   -0.45,   0.000
20130211,   -0.08,   -0.02,    0.38,   -0.18,    0.30,   0.000
20130212,    0.16,    0.27,    0.72,   -0.56,    0.46,   0.000
20130213,    0.14,    0.07,    0.01,    0.00,   -0.02,   0.000
20130214,    0.11,    0.28,    0.12,   -0.36,   -0.19,   0.000
20130215,   -0.11,    0.02,   -0.09,   -0.03,    0.16,   0.000
20130219,    0.74,    0.25,    0.15,   -0.08,    0.38,   0.000
20130220,   -1.36,   -0.60,   -0.61,    0.29,    0.10,   0.000
20130221,   -0.66,   -0.29,   -0.03,    0.03,    0.26,   0.000
20130222,    0.94,    0.21,   -0.04,   -0.16,   -0.09,   0.000
20130225,   -1.82,   -0.24,   -0.72,    0.62,   -0.38,   0.000
20130226,    0.58,   -0.17,    0.04,    0.03,    0.25,   0.000
20130227,    1.29,   -0.32,    0.15,   -0.19,    0.01,   0.000
20130228,   -0.05,    0.11,   -0.13,    0.04,    0.00,   0.000
20130301,    0.22,    0.13,   -0.30,   -0.11,   -0.02,   0.000
20130304,    0.47,   -0.36,    0.11,   -0.37,    0.48,   0.000
20130305,    1.01,    0.16,   -0.17,    0.02,   -0.01,   0.000
20130306,    0.18,    0.13,    0.47,   -0.22,    0.15,   0.000
20130307,    0.27,    0.22,    0.43,   -0.22,    0.03,   0.000
20130308,    0.52,    0.38,   -0.16,    0.01,    0.00,   0.000
20130311,    0.30,   -0.28,    0.26,    0.01,    0.03,   0.000
20130312,   -0.22,    0.02,   -0.18,    0.27,    0.07,   0.000
20130313,    0.20,    0.23,    0.14,    0.08,    0.26,   0.000
20130314,    0.58,    0.41,    0.40,   -0.05,   -0.03,   0.000
20130315,   -0.19,    0.12,    0.39,    0.20,    0.03,   0.000
20130318,   -0.50,    0.12,   -0.29,    0.36,    0.03,   0.000
20130319,   -0.24,   -0.02,    0.01,    0.13,    0.39,   0.000
20130320,    0.76,    0.21,   -0.01,   -0.24,    0.24,   0.000
20130321,   -0.85,    0.15,   -0.26,    0.01,    0.07,   0.000
20130322,    0.62,   -0.48,   -0.25,    0.15,   -0.10,   0.000
20130325,   -0.29,    0.31,    0.02,    0.08,   -0.03,   0.000
20130326,    0.76,   -0.40,   -0.21,    0.10,   -0.11,   0.000
20130327,   -0.02,    0.09,   -0.29,    0.11,   -0.13,   0.000
20130328,    0.39,   -0.31,   -0.27,   -0.16,    0.05,   0.000
20130401,   -0.57,   -0.89,    0.02,    0.14,    0.22,   0.000
20130402,    0.33,   -0.88,   -0.27,   -0.10,    0.04,   0.000
20130403,   -1.16,   -0.39,   -0.11,    0.54,   -0.16,   0.000
20130404,    0.42,    0.24,    0.26,   -0.08,    0.27,   0.000
20130405,   -0.41,    0.08,    0.31,   -0.10,    0.27,   0.000
20130408,    0.70,    0.11,    0.26,   -0.36,    0.14,   0.000
20130409,    0.31,   -0.42,    0.17,    0.00,   -0.38,   0.000
20130410,    1.28,    0.62,   -0.08,   -0.08,   -0.05,   0.000
20130411,    0.35,   -0.19,   -0.18,    0.15,    0.42,   0.000
20130412,   -0.28,   -0.15,   -0.45,    0.00,    0.02,   0.000
20130415,   -2.48,   -1.46,   -0.27,    0.06,   -0.03,   0.000
20130416,    1.47,    0.16,    0.08,   -0.33,   -0.08,   0.000
20130417,   -1.46,   -0.33,   -0.52,    0.12,    0.26,   0.000
20130418,   -0.71,    0.19,   -0.03,    0.49,    0.12,   0.000
20130419,    0.97,    0.08,    0.10,   -0.33,    0.21,   0.000
20130422,    0.45,   -0.20,   -0.13,    0.23,   -0.29,   0.000
20130423,    1.11,    0.54,    0.61,   -0.51,    0.28,   0.000
20130424,    0.06,    0.49,    1.15,   -0.07,   -0.19,   0.000
20130425,    0.49,    0.19,   -0.11,   -0.06,   -0.13,   0.000
20130426,   -0.20,   -0.37,   -0.24,    0.08,    0.13,   0.000
20130429,    0.67,    0.07,   -0.09,    0.23,   -0.36,   0.000
20130430,    0.29,    0.36,   -0.01,    0.21,   -0.31,   0.000
20130501,   -1.08,   -1.44,   -0.17,   -0.03,   -0.09,   0.000
20130502,    1.04,    0.55,    0.10,   -0.49,   -0.24,   0.000
20130503,    1.12,    0.60,    0.18,   -0.21,   -0.27,   0.000
20130506,    0.23,    0.27,    0.83,   -0.52,    0.10,   0.000
20130507,    0.54,    0.17,    0.15,    0.22,    0.28,   0.000
20130508,    0.44,   -0.21,    0.15,   -0.06,   -0.17,   0.000
20130509,   -0.31,    0.06,   -0.25,    0.02,   -0.20,   0.000
20130510,    0.54,    0.41,   -0.18,   -0.30,   -0.02,   0.000
20130513,   -0.02,   -0.23,   -0.04,   -0.40,    0.09,   0.000
20130514,    1.10,    0.18,    0.27,   -0.21,    0.13,   0.000
20130515,    0.51,   -0.10,    0.21,   -0.05,    0.34,   0.000
20130516,   -0.50,    0.16,   -0.25,    0.11,   -0.38,   0.000
20130517,    1.04,    0.08,    0.31,    0.09,   -0.14,   0.000
20130520,   -0.06,    0.41,    0.48,    0.23,   -0.21,   0.000
20130521,    0.16,   -0.07,   -0.06,    0.20,    0.22,   0.000
20130522,   -0.92,   -0.69,   -0.14,    0.27,    0.34,   0.000
20130523,   -0.19,    0.48,   -0.11,   -0.02,    0.09,   0.000
20130524,   -0.06,    0.16,    0.07,   -0.07,    0.01,   0.000
20130528,    0.77,    0.67,    0.23,   -0.18,   -0.15,   0.000
20130529,   -0.70,   -0.26,    0.59,   -0.31,   -0.31,   0.000
20130530,    0.50,    0.36,    0.48,   -0.53,   -0.03,   0.000
20130531,   -1.31,    0.49,   -0.26,    0.20,   -0.14,   0.000
20130603,    0.48,    0.17,    0.07,    0.24,   -0.07,   0.000
20130604,   -0.55,   -0.27,   -0.15,    0.35,   -0.06,   0.000
20130605,   -1.38,    0.05,   -0.24,    0.14,   -0.15,   0.000
20130606,    0.89,    0.19,    0.21,   -0.52,    0.34,   0.000
20130607,    1.30,   -0.44,    0.06,   -0.28,   -0.04,   0.000
20130610,    0.07,    0.67,    0.20,   -0.23,   -0.14,   0.000
20130611,   -1.04,   -0.01,   -0.57,    0.45,    0.01,   0.000
20130612,   -0.82,    0.06,   -0.05,    0.24,    0.18,   0.000
20130613,    1.47,    0.14,    0.34,   -0.21,    0.30,   0.000
20130614,   -0.59,   -0.27,   -0.57,    0.21,   -0.05,   0.000
20130617,    0.74,   -0.06,    0.12,   -0.24,   -0.32,   0.000
20130618,    0.80,    0.37,   -0.08,   -0.01,    0.02,   0.000
20130619,   -1.28,    0.21,    0.15,   -0.08,   -0.31,   0.000
20130620,   -2.45,    0.06,    0.40,    0.06,   -0.15,   0.000
20130621,    0.13,    0.23,   -0.07,   -0.15,    0.14,   0.000
20130624,   -1.19,    0.03,   -0.66,    0.26,   -0.12,   0.000
20130625,    0.96,    0.05,    0.81,   -0.34,    0.30,   0.000
20130626,    0.92,   -0.71,   -0.16,    0.03,    0.18,   0.000
20130627,    0.77,    0.84,    0.37,   -0.46,    0.30,   0.000
20130628,   -0.33,    0.30,   -0.13,    0.15,   -0.30,   0.000
20130701,    0.71,    0.70,   -0.12,   -0.35,   -0.01,   0.000
20130702,   -0.10,    0.02,    0.05,    0.10,   -0.09,   0.000
20130703,    0.11,    0.16,   -0.21,    0.14,   -0.08,   0.000
20130705,    1.11,    0.40,    0.47,   -0.34,    0.16,   0.000
20130708,    0.53,   -0.14,    0.04,    0.18,    0.10,   0.000
20130709,    0.74,    0.05,    0.30,   -0.01,    0.02,   0.000
20130710,    0.06,    0.29,   -0.37,   -0.07,   -0.11,   0.000
20130711,    1.32,   -0.17,   -0.66,   -0.13,   -0.16,   0.000
20130712,    0.33,   -0.04,    0.20,   -0.67,    0.04,   0.000
20130715,    0.20,    0.54,    0.33,   -0.01,    0.09,   0.000
20130716,   -0.41,    0.03,    0.09,    0.12,    0.25,   0.000
20130717,    0.30,   -0.03,    0.19,   -0.43,    0.02,   0.000
20130718,    0.54,    0.13,    0.96,   -0.17,    0.19,   0.000
20130719,    0.09,   -0.12,    0.27,   -0.34,    0.47,   0.000
20130722,    0.22,    0.12,    0.33,   -0.09,    0.08,   0.000
20130723,   -0.15,    0.13,    0.30,   -0.05,    0.26,   0.000
20130724,   -0.39,   -0.28,   -0.27,    0.67,   -0.09,   0.000
20130725,    0.42,    0.49,   -0.36,   -0.47,   -0.22,   0.000
20130726,    0.02,   -0.63,   -0.29,    0.14,   -0.17,   0.000
20130729,   -0.37,   -0.32,   -0.31,    0.33,   -0.13,   0.000
20130730,    0.12,    0.17,   -0.50,    0.13,   -0.06,   0.000
20130731,    0.09,    0.18,    0.13,   -0.02,   -0.08,   0.000
20130801,    1.40,    0.08,    0.09,   -0.18,   -0.15,   0.000
20130802,    0.20,   -0.24,   -0.32,   -0.02,   -0.06,   0.000
20130805,   -0.07,    0.47,   -0.15,   -0.05,   -0.05,   0.000
20130806,   -0.68,   -0.36,   -0.10,    0.32,   -0.05,   0.000
20130807,   -0.42,   -0.38,   -0.01,    0.33,    0.09,   0.000
20130808,    0.47,    0.00,    0.04,   -0.01,    0.13,   0.000
20130809,   -0.29,    0.12,   -0.19,    0.14,   -0.16,   0.000
20130812,   -0.02,    0.56,   -0.23,    0.15,   -0.08,   0.000
20130813,    0.20,   -0.29,   -0.05,    0.04,   -0.11,   0.000
20130814,   -0.50,    0.14,    0.29,   -0.03,    0.06,   0.000
20130815,   -1.47,   -0.37,    0.28,   -0.05,    0.03,   0.000
20130816,   -0.26,    0.05,    0.13,   -0.15,   -0.13,   0.000
20130819,   -0.62,   -0.25,   -0.75,    0.60,   -0.33,   0.000
20130820,    0.53,    0.87,    0.09,   -0.32,    0.09,   0.000
20130821,   -0.59,   -0.07,   -0.43,   -0.10,   -0.30,   0.000
20130822,    0.93,    0.51,    0.07,   -0.30,   -0.20,   0.000
20130823,    0.38,   -0.27,   -0.15,    0.11,   -0.24,   0.000
20130826,   -0.29,    0.48,   -0.48,   -0.12,   -0.27,   0.000
20130827,   -1.75,   -0.75,   -0.34,    0.64,    0.04,   0.000
20130828,    0.30,    0.11,    0.08,    0.00,   -0.09,   0.000
20130829,    0.34,    0.75,   -0.44,   -0.35,   -0.25,   0.000
20130830,   -0.47,   -1.15,   -0.19,    0.01,   -0.09,   0.000
20130903,    0.46,    0.05,    0.17,   -0.49,   -0.24,   0.000
20130904,    0.83,    0.01,   -0.18,   -0.11,    0.06,   0.000
20130905,    0.19,    0.19,    0.41,   -0.19,   -0.06,   0.000
20130906,    0.00,   -0.01,    0.02,   -0.17,   -0.09,   0.000
20130909,    1.09,    0.42,   -0.22,   -0.19,   -0.14,   0.000
20130910,    0.80,    0.06,    0.20,   -0.13,    0.03,   0.000
20130911,    0.28,   -0.25,    0.04,    0.19,    0.10,   0.000
20130912,   -0.32,   -0.28,   -0.37,    0.15,   -0.16,   0.000
20130913,    0.29,    0.27,   -0.05,    0.16,    0.24,   0.000
20130916,    0.49,   -0.39,    0.40,   -0.02,    0.36,   0.000
20130917,    0.54,    0.41,   -0.13,   -0.32,   -0.19,   0.000
20130918,    1.10,   -0.23,   -0.47,    0.01,   -0.23,   0.000
20130919,   -0.13,    0.10,   -0.63,    0.09,   -0.29,   0.000
20130920,   -0.63,    0.51,    0.20,   -0.10,   -0.16,   0.000
20130923,   -0.45,    0.42,   -0.42,    0.66,   -0.21,   0.000
20130924,   -0.13,    0.50,    0.02,   -0.11,   -0.01,   0.000
20130925,   -0.23,    0.09,    0.58,   -0.41,    0.04,   0.000
20130926,    0.42,    0.13,   -0.72,    0.16,   -0.29,   0.000
20130927,   -0.39,   -0.01,   -0.02,    0.05,   -0.11,   0.000
20130930,   -0.49,    0.53,    0.01,    0.13,    0.00,   0.000
20131001,    0.90,    0.38,   -0.10,   -0.11,   -0.22,   0.000
20131002,   -0.10,   -0.34,   -0.07,   -0.10,   -0.09,   0.000
20131003,   -0.88,   -0.17,    0.19,    0.04,    0.24,   0.000
20131004,    0.74,    0.00,    0.11,   -0.27,   -0.13,   0.000
20131007,   -0.95,   -0.30,   -0.01,    0.11,    0.16,   0.000
20131008,   -1.35,   -0.41,    0.79,    0.60,    0.54,   0.000
20131009,   -0.05,   -0.34,    0.62,    0.47,    0.33,   0.000
20131010,    2.23,    0.19,   -0.04,   -0.33,   -0.27,   0.000
20131011,    0.71,    0.77,    0.00,    0.12,   -0.13,   0.000
20131014,    0.44,    0.20,   -0.09,    0.06,   -0.12,   0.000
20131015,   -0.73,   -0.19,    0.03,    0.28,   -0.13,   0.000
20131016,    1.37,   -0.31,    0.17,   -0.59,   -0.03,   0.000
20131017,    0.70,    0.11,   -0.06,   -0.15,    0.04,   0.000
20131018,    0.72,    0.25,    0.13,   -0.07,   -0.43,   0.000
20131021,   -0.02,   -0.13,    0.01,    0.27,    0.03,   0.000
20131022,    0.50,   -0.28,    0.05,    0.23,    0.33,   0.000
20131023,   -0.51,    0.16,   -0.33,    0.59,    0.20,   0.000
20131024,    0.42,    0.36,   -0.30,   -0.01,   -0.22,   0.000
20131025,    0.33,   -0.31,    0.08,    0.15,    0.04,   0.000
20131028,    0.09,   -0.07,    0.06,    0.35,    0.19,   0.000
20131029,    0.54,   -0.14,   -0.06,    0.08,    0.24,   0.000
20131030,   -0.61,   -0.74,    0.47,    0.55,    0.05,   0.000
20131031,   -0.34,   -0.11,   -0.45,    0.34,    0.16,   0.000
20131101,    0.20,   -0.63,    0.23,    0.24,    0.29,   0.000
20131104,    0.47,    0.75,   -0.06,    0.11,   -0.06,   0.000
20131105,   -0.23,   -0.02,   -0.25,    0.21,   -0.08,   0.000
20131106,    0.27,   -0.81,    0.34,    0.27,    0.19,   0.000
20131107,   -1.46,   -0.31,    0.15,    0.12,    0.31,   0.000
20131108,    1.45,    0.58,    0.46,   -0.50,   -0.05,   0.000
20131111,    0.12,    0.04,   -0.13,    0.00,   -0.02,   0.000
20131112,   -0.19,    0.36,   -0.70,    0.51,    0.13,   0.000
20131113,    0.90,    0.08,   -0.11,   -0.37,   -0.24,   0.000
20131114,    0.43,   -0.58,    0.30,   -0.11,    0.01,   0.000
20131115,    0.43,    0.06,   -0.28,    0.04,   -0.04,   0.000
20131118,   -0.50,   -0.39,    0.46,    0.40,    0.28,   0.000
20131119,   -0.27,   -0.28,    0.26,    0.03,    0.00,   0.000
20131120,   -0.33,    0.27,    0.04,    0.02,   -0.02,   0.000
20131121,    0.97,    0.80,   -0.03,   -0.45,   -0.29,   0.000
20131122,    0.50,   -0.07,    0.08,   -0.06,   -0.02,   0.000
20131125,   -0.11,    0.16,    0.13,    0.01,    0.22,   0.000
20131126,    0.18,    0.80,   -0.42,   -0.36,   -0.41,   0.000
20131127,    0.30,    0.33,   -0.04,    0.07,    0.05,   0.000
20131129,   -0.02,    0.26,   -0.15,   -0.01,   -0.16,   0.000
20131202,   -0.31,   -0.92,    0.14,    0.03,    0.04,   0.000
20131203,   -0.34,   -0.11,   -0.09,    0.14,   -0.01,   0.000
20131204,   -0.07,   -0.22,    0.29,   -0.37,   -0.14,   0.000
20131205,   -0.35,    0.61,   -0.65,    0.05,   -0.44,   0.000
20131206,    1.02,   -0.29,    0.18,    0.00,    0.45,   0.000
20131209,    0.17,   -0.41,    0.01,   -0.04,    0.05,   0.000
20131210,   -0.34,   -0.54,    0.23,   -0.05,   -0.03,   0.000
20131211,   -1.17,   -0.32,    0.06,    0.55,    0.09,   0.000
20131212,   -0.23,    0.40,    0.23,   -0.28,   -0.09,   0.000
20131213,    0.10,    0.23,    0.00,   -0.26,    0.19,   0.000
20131216,    0.67,    0.58,   -0.13,    0.18,   -0.02,   0.000
20131217,   -0.26,    0.20,   -0.08,   -0.15,   -0.08,   0.000
20131218,    1.55,   -0.43,    0.05,   -0.07,    0.27,   0.000
20131219,   -0.10,   -0.51,    0.24,   -0.07,    0.13,   0.000
20131220,    0.69,    1.25,   -0.29,   -0.23,   -0.38,   0.000
20131223,    0.62,    0.49,   -0.01,   -0.21,   -0.16,   0.000
20131224,    0.34,    0.10,    0.09,   -0.05,    0.16,   0.000
20131226,    0.44,   -0.33,   -0.31,    0.21,    0.06,   0.000
20131227,   -0.05,   -0.03,    0.24,    0.08,    0.23,   0.000
20131230,    0.00,    0.02,   -0.31,    0.11,    0.06,   0.000
20131231,    0.44,   -0.17,    0.09,   -0.04,   -0.21,   0.000
20140102,   -0.88,   -0.24,    0.18,   -0.31,    0.12,   0.000
20140103,    0.03,    0.40,    0.04,   -0.36,    0.15,   0.000
20140106,   -0.34,   -0.54,    0.30,   -0.32,    0.09,   0.000
20140107,    0.68,    0.32,   -0.37,   -0.07,   -0.28,   0.000
20140108,    0.04,    0.00,   -0.11,   -0.48,   -0.03,   0.000
20140109,    0.02,    0.17,   -0.44,   -0.54,   -0.41,   0.000
20140110,    0.27,    0.45,   -0.82,   -0.30,   -0.33,   0.000
20140113,   -1.32,   -0.10,    0.10,   -0.10,    0.46,   0.000
20140114,    1.15,    0.11,   -0.31,   -0.07,   -0.35,   0.000
20140115,    0.53,    0.21,    0.20,   -0.40,   -0.01,   0.000
20140116,   -0.07,    0.25,   -0.70,    0.01,   -0.27,   0.000
20140117,   -0.39,    0.01,    0.02,   -0.19,    0.03,   0.000
20140121,    0.30,    0.44,    0.00,   -0.22,   -0.33,   0.000
20140122,    0.15,    0.30,    0.22,   -0.15,   -0.19,   0.000
20140123,   -0.86,    0.09,   -0.54,    0.19,   -0.09,   0.000
20140124,   -2.19,   -0.39,    0.17,    0.21,    0.04,   0.000
20140127,   -0.65,   -0.79,    0.38,    0.45,    0.40,   0.000
20140128,    0.73,    0.16,    0.07,   -0.84,    0.16,   0.000
20140129,   -1.07,   -0.34,    0.21,    0.15,    0.16,   0.000
20140130,    1.22,    0.22,   -0.38,   -0.87,   -0.49,   0.000
20140131,   -0.66,   -0.10,   -0.34,    0.20,   -0.21,   0.000
20140203,   -2.49,   -0.85,    0.27,    0.20,    0.05,   0.000
20140204,    0.77,   -0.06,   -0.03,   -0.15,    0.21,   0.000
20140205,   -0.23,   -0.58,    0.20,    0.13,    0.21,   0.000
20140206,    1.21,   -0.42,    0.27,    0.07,   -0.07,   0.000
20140207,    1.33,   -0.24,   -0.63,   -0.44,   -0.47,   0.000
20140210,    0.16,    0.07,   -0.47,   -0.29,   -0.18,   0.000
20140211,    1.09,   -0.18,    0.25,    0.01,    0.11,   0.000
20140212,    0.11,    0.26,   -0.06,    0.18,   -0.01,   0.000
20140213,    0.72,    0.65,   -0.07,   -0.22,   -0.34,   0.000
20140214,    0.42,   -0.33,    0.36,    0.37,    0.35,   0.000
20140218,    0.27,    0.95,   -0.24,   -0.31,   -0.27,   0.000
20140219,   -0.74,   -0.32,   -0.44,    0.33,    0.06,   0.000
20140220,    0.70,    0.52,   -0.22,   -0.02,   -0.20,   0.000
20140221,   -0.09,    0.36,   -0.02,    0.00,   -0.06,   0.000
20140224,    0.65,    0.20,    0.33,   -0.16,    0.01,   0.000
20140225,   -0.10,    0.07,   -0.59,   -0.09,    0.03,   0.000
20140226,    0.12,    0.66,   -0.10,   -0.02,    0.01,   0.000
20140227,    0.54,    0.09,    0.01,   -0.24,   -0.04,   0.000
20140228,    0.15,   -0.65,    0.84,    0.44,    0.11,   0.000
20140303,   -0.70,    0.10,    0.14,    0.04,    0.11,   0.000
20140304,    1.67,    1.06,   -0.12,   -0.45,   -0.14,   0.000
20140305,    0.01,   -0.21,    0.29,   -0.57,   -0.11,   0.000
20140306,    0.16,   -0.24,    0.77,    0.32,    0.35,   0.000
20140307,    0.04,   -0.01,    0.52,    0.18,    0.32,   0.000
20140310,   -0.09,   -0.08,    0.09,    0.01,   -0.11,   0.000
20140311,   -0.62,   -0.54,   -0.19,    0.45,   -0.03,   0.000
20140312,    0.13,    0.29,   -0.17,   -0.09,   -0.41,   0.000
20140313,   -1.21,   -0.06,    0.22,    0.18,    0.08,   0.000
20140314,   -0.16,    0.68,   -0.09,    0.19,    0.02,   0.000
20140317,    0.90,   -0.36,    0.02,    0.15,    0.05,   0.000
20140318,    0.82,    0.69,   -0.39,   -0.32,   -0.26,   0.000
20140319,   -0.59,   -0.13,    0.62,   -0.36,    0.03,   0.000
20140320,    0.52,   -0.37,    1.00,   -0.13,    0.31,   0.000
20140321,   -0.37,   -0.18,    0.86,    0.50,    0.41,   0.000
20140324,   -0.64,   -0.77,    0.90,    0.66,    0.38,   0.000
20140325,    0.30,   -0.34,    0.15,    0.28,    0.16,   0.000
20140326,   -0.89,   -1.11,    0.24,    0.69,    0.45,   0.000
20140327,   -0.19,   -0.12,   -0.34,    0.10,    0.01,   0.000
20140328,    0.41,   -0.36,    0.55,    0.57,    0.31,   0.000
20140331,    0.97,    0.98,   -0.16,   -0.22,    0.05,   0.000
20140401,    0.87,    0.65,   -0.37,   -0.18,   -0.29,   0.000
20140402,    0.29,    0.04,    0.14,    0.07,    0.05,   0.000
20140403,   -0.31,   -0.78,    0.80,    0.56,    0.40,   0.000
20140404,   -1.47,   -1.01,    0.69,    0.63,    0.45,   0.000
20140407,   -1.26,   -0.35,   -0.07,    0.23,    0.06,   0.000
20140408,    0.50,    0.27,   -0.21,    0.02,   -0.12,   0.000
20140409,    1.21,    0.23,   -0.86,   -0.46,   -0.49,   0.000
20140410,   -2.24,   -0.61,    0.77,    0.83,    0.72,   0.000
20140411,   -1.07,   -0.39,    0.23,    0.43,    0.03,   0.000
20140414,    0.70,   -0.48,    0.20,    0.33,   -0.16,   0.000
20140415,    0.59,   -0.35,    0.20,   -0.02,   -0.15,   0.000
20140416,    1.13,    0.01,   -0.36,   -0.05,   -0.06,   0.000
